CallNumber,Author,Title,ISBN,PubName,PubYear
JC 6100 Rei,,Reinventing government in the information age : international practice in IT-enabled public sector reform /,9780415190374; 0415190371,Routledge,1999
JC 6100 Rig,"Riggs, F. W.",Administration in Developing Countries : the Theory of Prismatic Society /,,Houghton Mifflin,1964
JC 6100 Ros,"Rose, Richard, 1933-",Understanding big government : the programme approach /,9780803997790; 0803997795,Sage,1984
JC 6100 SAI,"Saint-Martin, Denis, author.",Building the new managerialist state : consultants and the politics of public sector reform in comparative perspective /,9780199269068; 0199269068,Oxford University Press,2004
JC 6100 SAV,"Savoie, Donald J., 1947-",Court government and the collapse of accountability in Canada and the United Kingdom /,0802098703; 9780802098702; 0802095798; 9780802095794,University of Toronto Press,2008
JC 6100 SCH,,Exploring public sector strategy /,9780273646877; 0273646877,Prentice Hall,2000
JC 6100 SIM,"Simon, Herbert A. 1916-2001. (Herbert Alexander),",Administrative behavior : a study of decision-making processes in administrative organization /,9780029290002; 0029290007; 9780029289716; 0029289718,Collier Macmillan; Free Press,1976
JC 6100 STI,,Public administration : concepts and cases /,9780395906064; 0395906067,Houghton Mifflin,2000
JC 6100 STI,,Public administration : concepts and cases /,9780618310456; 0618310452,Houghton Mifflin,2005
JC 6100 STI,"Stillman, Richard J., II, 1943-",Public administration : concepts and cases /,0495797421; 9780495797425,Wadsworth Cengage Learning,2010
JC 6100 SUC,,Success and failure in public governance : a comparative analysis /,9781843762171; 184376217X,Edward Elgar,2002
JC 6100 Sar,"Sarangi, Srikant.","Language, bureaucracy and social control /",9780582086227; 0582086221,Longman,1996
JC 6100 Sch,"Schaffer, B. B.","The administrative factor : papers in organisation, politics and development /",9780714629797; 0714629790,Cass,1973
JC 6100 Sch,"Schuman, D.","Bureaucracies, Organizations and Administration : a Political Primer /",9780024081414; 0024081418,Macmillan,1976
JC 6100 Sel,"Self, P.",Administrative theories and politics : an inquiry into the structure and processes of modern government /,9780043510537; 0043510531,Allen and Unwin,1977
JC 6100 Sel,"Selznick, Philip, 1919-2010",Leadership in administration : a sociological interpretation /,,Row,1957
JC 6100 Sil,"Silberman, Bernard S.","Cages of reason : the rise of the rational state in France, Japan, the United States and Great Britain /",9780226757377; 0226757374,U of Chicago P,1993
JC 6100 Sim,"Simon, Herbert Alexander, 1916-",Administrative behaviour : a study of decision-making processes in administrative organization /,,Macmillan,1957
JC 6100 Smi,"Smith, Brian Clive.",Bureaucracy and political power /,9780745003658; 0745003656,Wheatsheaf,1988
JC 6100 Smi,"Smith, Brian Clive.",Field administration : an aspect of decentralization /,,Routledge,1967
JC 6100 Swe,"Swerdlow, I.",Development Administration : Concepts and Problems /,,Syracuse UP,1963
JC 6100 THO,"Thompson, Victor Alexander.",Bureaucracy and innovation /,9780817348120; 0817348123,University of Alabama Press,1969
JC 6100 TRA,,Transparency : the key to better governance /,9780197263839; 0197263836,Oxford University Press,2006
JC 6100 TRI,"Triantafillou, Peter.",New forms of governing : a Foucauldian inspired analysis /,0230291988; 9780230291980,Palgrave Macmillan,2012
JC 6100 Tho,"Thompson, J. D.",Comparative studies in administration /,,U of Pittsburgh P,1959
JC 6100 Ton,"Tong, Rosemarie.",Ethics in policy analysis /,9780132909174; 0132909170,Prentice-Hall,1986
JC 6100 Tul,"Tullock, Gordon.",The politics of bureaucracy /,9780819158147; 0819158143,UP of America,1987
JC 6100 Uni,United Nations. Department of Economic and Social Affairs. Public Administration Branch.,Handbook of training in the public service.,,United Nations,1966
JC 6100 VAL,,The values of bureaucracy /,0199275467; 9780199275465; 9780199275458; 0199275459,Oxford University Press,2005
JC 6100 WAR,"Warwick, Dennis, author.",Bureaucracy.,9780582480087; 0582480086; 9780582480094; 0582480094,Longman,1974
JC 6100 WOR,,"The world of the policy analyst : rationality, values, and politics /",9781889119359; 1889119350,Chatham House,2002
JC 6100 Wal,"Walsh, Kieron.","Public services and market mechanisms : competition, contracting and the new public management /",9780333588079; 033358807X,Macmillan,1995
JC 6100 Wor,,"The world of the policy analyst : rationality, values, and politics /",9781566430470; 156643047X,Chatham House,1997
JC 6110 (NEO),,Neopatrimonialism in Africa and beyond /,0415687934; 9780415687935,Routledge,2012
JC 6110 EGY (ABD),"Abdelrahman, Maha M., author.",Civil society exposed : the politics of NGOs in Egypt /,1850435812; 9781850435815,Tauris Academic,2004
JC 6110 Gha (Pri),"Price, R. M.",Society and bureaucracy in contemporary Ghana /,9780520028111; 0520028112,U of California P,1975
JC 6110 Nig (Stu),,Studies in Nigerian administration /,9780091340216; 0091340217,Hutchinson,1978
JC 6110 Zam (Lun),"Langu, Gatian F.",Administrative decentralisation in the Zambian bureaucracy : an analysis of environmental constraints /,,U of Zambia,1985
JC 6120 CAN (JOH),"Johnson, David, 1957-","Thinking Government : Ideas, policies, institutions, and public-sector management in Canada /",9781551113197; 1551113198,Broadview Press,2002
JC 6120 Can (Han),"Handelman, Don.",Bureaucracy and world view : studies in the logic of official interpretation /,9780919666153; 0919666159,ISER Memorial U of Newfoundland,1978
JC 6120 USA (And),"Anderson, James E.",Public policymaking : an introduction /,9780395675298; 0395675294,Houghton Mifflin,1994
JC 6120 USA (App),"Appleby, P. H.",Big democracy /,,Knopf,1945
JC 6120 USA (BAU),"Baumgartner, Frank R., 1958-",Agendas and instability in American politics /,0226039471; 9780226039473; 0226039498; 9780226039497,The University of Chicago Press,2009
JC 6120 USA (BLA),"Blau, Peter M., 1918-2002.",The dynamics of bureaucracy : a study of inter-personal relations in two government agencies /,,University of Chicago Press,1963
JC 6120 USA (Bar),"Barber, James David.",Power in committees : an experiment in the governmental process /,,Rand McNally,1966
JC 6120 USA (Bar),"Bardach, Eugene.",The implementation game : what happens after a bill becomes a law /,9780262520492; 0262520494,MIT P,1977
JC 6120 USA (Bar),"Barron, Bryton, 1898-",Inside the State Department : a candid appraisal of the bureaucracy /,,Bookmailer,1960
JC 6120 USA (Bar),"Barron, Bryton, 1898-",The untouchable State Department /,,Crestwood Books,1962
JC 6120 USA (Bas),,Basic documents of American public administration since 1950 /,9780841908185; 0841908184,Holmes and Meier,1982
JC 6120 USA (Bau),"Bauer, Raymond Augustine, 1916-",The study of policy formation /,,Free P,1968
JC 6120 USA (Ber),"Bernstein, Marver H.",Regulating Business by Independent Commission /,,Princeton UP,1955
JC 6120 USA (Bet),"Betters, Paul Vernon, 1906-1956","The Personnel Classification Board : its history, activities and organization /",,Brookings Institution,1931
JC 6120 USA (Boy),"Boyer, W. W.",Bureaucracy on trial : policy making by government agencies /,,Bobbs-Merrill,1964
JC 6120 USA (Bre),"Brewer, G. D.","Politicians, Bureaucrats and the Consultant : a critique of Urban Problem solving /",9780465059485; 0465059481,Basic Books,1973
JC 6120 USA (Bri),"Britan, Gerald M.",Bureaucracy and innovation : an ethnography of policy change /,9780803915077; 0803915071,Sage,1981
JC 6120 USA (Bur),,Bureaucracy and democratic government /,,American Academy of Political and Social Science,1954
JC 6120 USA (Car),"Cary, William L. 1910-1983. (William Lucius),",Politics and the regulatory agencies /,,McGraw-Hill,1967
JC 6120 USA (Cha),"Charlesworth, James C. 1900-1974. (James Clyde),","Theory and practice of public administration : scope, objectives and methods /",,American Academy of Political and Social Science,1968
JC 6120 USA (Coh),"Cohen, Harry, 1936-","The demonics of bureaucracy, problems of change in a government agency /",,Iowa State UP,1965
JC 6120 USA (Cox),"Cox, E. F.","""The Nader Report"" on the Federal Trade Commission /",,Baron,1969
JC 6120 USA (DYE),"Dye, Thomas R.",Understanding public policy /,1292026928; 9781292026923,Pearson,2013
JC 6120 USA (Dah),"Dahlberg, J. S.",The New York Bureau of Municipal Research : pioneer in government administration /,,New York UP,1966
JC 6120 USA (Doy),"Doyle, W. K.",Independent commissions in the federal government /,,U of North Carolina P,1939
JC 6120 USA (Dye),"Dye, Thomas R. (Thomas Roy)",Understanding public policy /,9780136131472; 0136131476,Pearson Education; Pearson Prentice Hall,2008
JC 6120 USA (Dye),"Dye, Thomas R. (Thomas Roy)",Understanding public policy /,9780136391050; 0136391052,Prentice-Hall,1998
JC 6120 USA (Fel),"Feldman, Martha S., 1953-",Order without design : information production and policy making /,9780804717267; 0804717265,Stanford UP,1989
JC 6120 USA (Fri),"Fritschler, A. Lee.",Smoking and politics : policymaking and the federal bureaucracy /,9780138150273; 0138150273,Prentice-Hall,1983
JC 6120 USA (Gau),"Gaus, J. M.",The frontiers of public administration /,,Russell,1967
JC 6120 USA (Ger),"Gervasi, F.",Big government : the meaning and purpose of the Hoover Commission report /,,Whittlesey House,1949
JC 6120 USA (Gol),"Goldwater, Barry M. 1909-1998. (Barry Morris),",The coming breakpoint /,9780025446113; 0025446118,Macmillan,1976
JC 6120 USA (Gra),"Graebner, Norman A.",The records of public officials /,,American Assembly Columbia U,1975
JC 6120 USA (Gra),"Graham, G. A.",America's capacity to govern /,,U of Alabama P,1960
JC 6120 USA (Gra),"Graham, G. A.",Regulatory administration : an exploratory study /,,Wiley,1943
JC 6120 USA (Gul),"Gulick, Luther Halsey, 1892-1993",Administrative reflections from World War 2 /,,University of Alabama Press,1948
JC 6120 USA (Hec),"Heclo, H.",A government of strangers : executive politics in Washington /,9780815735359; 0815735359,Brookings Institution,1977
JC 6120 USA (Her),"Herring, P.",Public administration and the public interest /,,Russell,1967
JC 6120 USA (Hig),"Higgs, Robert.",Crisis and leviathan : critical episodes in the growth of American government /,9780195049671; 0195049675,OUP,1987
JC 6120 USA (Hyn),"Hyneman, C. S.",Bureaucracy in a democracy /,,Harper,1950
JC 6120 USA (Jac),"Jacob, C. E.",Policy and bureaucracy /,,Van Nostrand,1966
JC 6120 USA (Kau),"Kaufman, Herbert.","Red tape : its origins, uses and abuses /",9780815748427; 0815748426,Brookings Institution,1977
JC 6120 USA (Lew),"Lewis, Eugene.","American politics in a bureaucratic age : citizens, constituents, clients and victims /",9780876260357; 0876260350,Winthrop,1977
JC 6120 USA (Lew),"Lewis, Eugene.","Public entrepreneurship : toward a theory of bureautic political power : the organizational lives of Hyman Rickover, J. Edgar Hoover, and Robert Moses /",9780253173843; 0253173841,Indiana UP,1980
JC 6120 USA (Lip),"Lipsky, Michael.",Street level bureaucracy : dilemmas of the individual in public services /,9780871545268; 0871545268,Russell Sage,1980
JC 6120 USA (Mai),"Mainzer, L. C.",Political bureaucracy : American public service /,9780673059130; 0673059138,Scott Foresman,1973
JC 6120 USA (Mak),,Making regulatory policy /,9780822936152; 0822936151,U of Pittsburgh P,1989
JC 6120 USA (Man),,"Management analysis in public organizations : history, concepts and techniques /",9780899304038; 0899304036,Quorum,1992
JC 6120 USA (Mar),"Margetts, Helen.",Information technology in government : Britain and America /,9780415174824; 0415174821,Routledge,1999
JC 6120 USA (Mei),"Meier, Kenneth J.",Politics and the bureaucracy : policymaking in the fourth branch of government /,9780534069902; 0534069908,Brooks/Cole,1987
JC 6120 USA (Mos),"Mosher, F. C.",Democracy and the Public Service : Public Administration and Democracy /,,OUP,1968
JC 6120 USA (Mos),"Mosher, F. C.",Governmental reorganizations : cases and commentary /,,Bobbs-Merrill,1967
JC 6120 USA (Nel),"Nelson, R. R.",The moon and the ghetto : an essay on public policy analysis /,9780393091731; 0393091732,WWNorton,1977
JC 6120 USA (New),,New horizons in public administration.,,U of Alabama P,1945
JC 6120 USA (New),,The new American state : bureaucracies and policies since World War 2 /,9780801834905; 0801834902,Johns Hopkins UP,1987
JC 6120 USA (Nig),"Nigro, F. A.",Modern public administration /,,Harper,1966
JC 6120 USA (Nut),"Nutt, Paul C.",Strategic management of public and third sector organizations : a handbook for leaders /,9781555423865; 1555423868,Jossey-Bass,1992
JC 6120 USA (Osb),"Osborne, David.",Reinventing government : how the entrepreneurial spirit is transforming the public sector /,9780201523942; 0201523949,Addison-Wesley,1992
JC 6120 USA (Ost),"Ostrom, V.",The intellectual crisis in American public administration /,9780817348175; 0817348174,U of Alabama P,1974
JC 6120 USA (Pol),,Politics and administration : Woodrow Wilson and American public administration /,9780824770686; 0824770684,Dekker,1984
JC 6120 USA (Pol),,The politics of regulation /,9780465059683; 0465059686,Basic Books,1980
JC 6120 USA (Ril),"Riley, Dennis D.",Controlling the federal bureaucracy /,9780877224556; 0877224552,Temple UP,1987
JC 6120 USA (Rou),"Rourke, F. E.",Bureaucracy and foreign policy /,9780801813948; 0801813948; 9780801813993; 0801813999,Johns Hopkins P,1972
JC 6120 USA (Rou),"Rourke, Francis Edward.","Bureaucracy, politics, and public policy /",9780316759656; 0316759651,Little Brown,1984
JC 6120 USA (Sel),"Selznick, Philip, 1919-2010",T.V.A. and the grass roots : a study in the sociology of formal organizations /,,California UP,1949
JC 6120 USA (Sul),"Sullivan, Lawrence.",The dead hand of bureaucracy /,,Bobbs-Merrill,1940
JC 6120 USA (Tol),"Tolchin, Susan J.",Dismantling America : the rush to deregulate /,9780195035773; 0195035771,OUP,1985
